name,Planck_350,Planck_350_err,Planck_350_flag,Planck_550,Planck_550_err,Planck_550_flag,Planck_850,Planck_850_err,Planck_850_flag,Planck_1380,Planck_1380_err,Planck_1380_flag,Planck_2100,Planck_2100_err,Planck_2100_flag,Planck_3000,Planck_3000_err,Planck_3000_flag,Planck_4260,Planck_4260_err,Planck_4260_flag,Planck_6810,Planck_6810_err,Planck_6810_flag,Planck_10600,Planck_10600_err,Planck_10600_flag
NGC5128,115.77577,7.88889279128,e,37.81313,1.0341228,e,19.956444,0.35086125,e,15.729747,0.289676,e,18.149343,0.22633201,e,22.279104,0.25797746,,27.40405,0.44560364,,37.63288,1.0822047,,51.50941,1.2976288,
NGC5145,2.901578,0.299315327037,,0.801324,0.17487149,,0.35036272,0.1413056,,,,,,,,0.36561248,0.2923749,,,,,,,,,,
NGC5147,1.702508,0.295506030213,,0.45448637,0.19342318,,,,,,,,,,,,,,,,,,,,,,
NGC5194,75.65933,5.52759450227,eC,20.131275,0.85296655,eC,5.121335,0.22660755,eC,1.1748229,0.12086522,e,0.10393909,0.1439889,e,,,,,,,,,,,,
NGC5195,22.635288,2.35900609323,eC,,,,,,,,,,,,,,,,,,,,,,,,
NGC5236,112.00272,8.98518245801,e,29.040874,1.4873309,e,8.028757,0.2670284,e,1.8016468,0.0877659,e,0.15597297,0.09795203,e,,,,,,,,,,,,
NGC5240,0.9254053,0.158996877112,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5248,16.867435,1.15940819533,,4.5558214,0.15221371,,1.1704254,0.106604345,,0.25526,0.037524074,,,,,,,,,,,,,,,,
NGC5273,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5290,2.423745,0.246023048166,,0.729385,0.15483442,,,,,,,,,,,,,,,,,,,,,,
NGC5300,2.4445775,0.365559388784,,0.8168759,0.1510373,,0.28126675,0.109379165,,,,,,,,,,,,,,,,,,,
NGC5301,3.7380898,0.366959941473,,1.1968678,0.14112954,,0.41834143,0.07019991,,,,,,,,,,,,,,,,,,,
NGC5334,3.1084225,0.361891026584,,1.3384062,0.20551261,,0.40889445,0.13422327,,,,,,,,,,,,,,,,,,,
NGC5338,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5347,1.3503659,0.339618710511,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5348,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5350,3.8337572,0.348721273139,c,1.0497013,0.17362437,c,0.30746612,0.067798145,c,,,,,,,,,,,,,,,,,,
NGC5353,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5354,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5355,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5356,1.5585849,0.391925060847,,0.31421188,0.178177,,,,,,,,,,,,,,,,,,,,,,
NGC5358,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5360,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5363,1.7965977,0.23055495041,,0.6769722,0.16979843,,,,,,,,,,,,,,,,,,,,,,
NGC5364,8.23955,0.616398022075,,2.5077765,0.17983507,,0.75611943,0.117690876,,,,,,,,,,,,,,,,,,,
NGC5398,1.4572972,0.563378714019,c,,,,,,,,,,,,,,,,,,,,,,,,
NGC5408,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5426,,,,,,,0.7557643,0.08849809,C,0.25139293,0.077602945,,,,,,,,,,,,,,,,
NGC5427,8.646917,0.719591529151,C,2.6927717,0.14808479,C,,,,,,,,,,,,,,,,,,,,,
NGC5457,37.78387,7.14190162382,e,11.2883005,2.0512514,e,3.0053713,0.50195277,e,0.6113999,0.21036637,e,,,,,,,,,,,,,,,
NGC5474,,,,1.0561088,0.26286203,,,,,,,,,,,,,,,,,,,,,,
NGC5477,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5480,2.8843203,0.455169157479,c,0.78501457,0.21198104,c,0.20650397,0.090449035,c,,,,,,,,,,,,,,,,,,
NGC5481,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5485,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5486,1.1061594,0.476122250197,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5496,0.97629505,0.250167360302,,0.30280825,0.19421625,,,,,,,,,,,,,,,,,,,,,,
NGC5506,0.98444426,1.0360949088,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5507,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5529,4.45837,0.425942205107,C,1.6082036,0.18007165,C,0.5151076,0.08648104,C,,,,,,,,,,,,,,,,,,
NGC5560,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5566,3.7051382,0.467395889405,c,1.3726593,0.16298966,c,0.26405856,0.099038556,c,,,,,,,,,,,,,,,,,,
NGC5569,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5574,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5576,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5577,1.4561396,0.210692097307,,0.30034226,0.12231088,,,,,,,,,,,,,,,,,,,,,,
NGC5582,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5584,2.9904351,0.46691694068,,0.94377995,0.22293746,,0.33604684,0.07334543,,,,,,,,,,,,,,,,,,,
NGC5636,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5638,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5645,2.0909288,0.414326550742,,0.8044101,0.1593069,,,,,,,,,,,,,,,,,,,,,,
NGC5658,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5667,1.1602566,0.212383001489,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5668,3.8155491,0.424983767411,,1.4234916,0.18499097,,0.53732437,0.125184,,,,,,,,,,,,,,,,,,,
NGC5669,2.6202533,0.266474400778,,0.9008415,0.17659412,,0.2551881,0.10000248,,,,,,,,,,,,,,,,,,,
NGC5689,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5690,5.1221857,0.591505945454,,1.2802393,0.13397974,,0.37640768,0.1149008,,,,,,,,,,,,,,,,,,,
NGC5691,1.1336181,0.310058700657,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5693,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5701,1.786761,0.424962759561,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5705,1.2544396,0.446032380739,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5713,6.565859,0.544897874477,,1.8858889,0.15714942,,0.5014342,0.11703145,,,,,,,,,,,,,,,,,,,
NGC5719,4.1105614,0.381884905888,,1.0440865,0.1975752,,0.23763193,0.09094072,,,,,,,,,,,,,,,,,,,
NGC5728,4.2664356,0.406553420821,,1.2422119,0.18496932,,,,,,,,,,,,,,,,,,,,,,
NGC5740,2.3719876,0.375360143235,,0.67855525,0.2253778,,,,,,,,,,,,,,,,,,,,,,
NGC5746,9.045323,0.674120091031,e,2.8805578,0.17887248,e,0.80155295,0.10257108,e,0.21589528,0.06574811,e,,,,,,,,,,,,,,,
NGC5750,0.5754906,0.219428694055,,,,,,,,,,,,,,,,,,,,,,,,,
NGC5777,2.0402157,0.353927442179,,0.815561,0.18183313,,0.25156265,0.0637419,,,,,,,,,,,,,,,,,,,
NGC5850,3.2816699,0.323588624156,,0.9869257,0.16554406,,0.3446423,0.073363766,,,,,,,,,,,,,,,,,,,
NGC5866,3.1414099,0.355141625257,,0.67605853,0.22942841,,0.19186606,0.067472756,,,,,,,,,,,,,,,,,,,
NGC5899,4.2770195,0.582678221238,,1.1964085,0.24286959,,0.3859153,0.10421314,,,,,,,,,,,,,,,,,,,
NGC5907,25.441286,1.68205143861,e,7.9029155,0.23920916,e,2.1248739,0.1314781,e,0.40706867,0.12450478,e,,,,,,,,,,,,,,,
NGC5953,3.4215422,0.457121804482,C,0.89747894,0.2300093,C,,,,,,,,,,,,,,,,,,,,,
NGC5954,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC6143,0.8990175,0.277108945169,,,,,,,,,,,,,,,,,,,,,,,,,
NGC6221,15.770594,2.23203120538,,3.6318605,0.8931372,,1.0794897,0.21747978,,0.30440503,0.08288406,,,,,,,,,,,,,,,,
NGC6300,13.460303,1.00030578374,,3.785932,0.1698578,,0.8475358,0.115354195,,0.093126,0.08028204,,,,,,,,,,,,,,,,
NGC6673,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC6703,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC6798,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC6814,7.4468026,2.16287529784,,2.2969813,0.610917,,0.6627781,0.16840409,,0.21284313,0.050526004,,,,,,,,,,,,,,,,
NGC6822,10.168356,9.53087363763,e,5.212034,3.5654752,e,,,,,,,,,,,,,,,,,,,0.7759202,0.25242218,
NGC6946,80.92758,7.17701419952,e,21.135386,1.738969,e,5.421706,0.39845535,e,1.4331368,0.11449282,e,0.21371649,0.09893561,,0.060004547,0.14487058,,,,,,,,,,
NGC7090,8.931707,0.896747714784,,3.2461853,0.31038278,,0.9539968,0.089646935,,0.35846922,0.13065843,,,,,,,,,,,,,,,,
NGC7172,2.923556,0.418854346205,,0.7953573,0.17488587,,,,,,,,,,,,,,,,,,,,,,
NGC7213,3.814195,0.414458300521,,1.0830573,0.16471402,,0.4205294,0.0851282,,0.29034293,0.04574495,,0.2738028,0.13034888,,0.28462982,0.16707678,,,,,,,,,,
NGC7314,5.6023855,0.486724252678,,1.7873008,0.16656849,,0.34542224,0.07191358,,0.02905213,0.087148525,,,,,,,,,,,,,,,,
NGC7320,1.9157871,0.340532841802,c,0.4127391,0.16112636,c,,,,,,,,,,,,,,,,,,,,,
NGC7331,35.29161,2.58511585505,e,10.866627,0.61162704,e,2.8904,0.15508775,e,0.46667635,0.0855097,e,,,,,,,,,,,,,,,
NGC7463,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7465,-0.06147393,1.17259470032,C,,,,,,,,,,,,,,,,,,,,,,,,
NGC7552,14.944015,1.00514588672,,3.53136,0.15901066,,0.92225605,0.08528155,,0.31605908,0.0819554,,,,,,,,,,,,,,,,
NGC7582,13.040701,1.08285124606,,3.4379508,0.22078507,,0.8616636,0.122617155,,0.25879246,0.0817426,,,,,,,,,,,,,,,,
NGC7625,3.1130712,0.410098076504,,0.62313217,0.1918765,,0.2575529,0.092150435,,,,,,,,,,,,,,,,,,,
NGC7667,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7689,3.39803,0.504375975054,,0.88410956,0.22140935,,0.2324183,0.11470126,,,,,,,,,,,,,,,,,,,
NGC7690,0.7713353,0.315559136301,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7694,1.2734565,0.383276522095,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7710,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7714,1.6618432,0.681231938576,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7715,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7716,0.51392317,0.482681572653,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7721,5.3738008,0.425632043972,,1.763876,0.14955783,,0.6797599,0.077851735,,,,,,,,,,,,,,,,,,,
NGC7755,3.316713,0.271810089819,,1.0267985,0.15653735,,0.30767798,0.08640592,,,,,,,,,,,,,,,,,,,
NGC7757,1.9409126,0.4674424844,,,,,0.2887893,0.09335549,,,,,,,,,,,,,,,,,,,
NGC7764,1.6048088,0.513580276206,,,,,0.2942599,0.12470493,,,,,,,,,,,,,,,,,,,
NGC7793,24.513012,1.72754039512,e,8.698953,0.41886774,e,2.8325865,0.13736634,e,0.69051933,0.09332091,e,0.26024973,0.11736918,,,,,,,,,,,,,
PGC007045,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC008962,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC009485,,,,,,,,,,,,,,,,,,,,,,,,,0.7228929,0.28404915,
PGC012608,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC013058,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC013084,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC013097,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC013146,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC013230,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC013343,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC013635,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC027066,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC028759,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC029653,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC034407,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC039052,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC039799,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC040045,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC040074,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC040547,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC040659,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC040759,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC040819,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC040821,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC041994,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC042068,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC042147,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC042160,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC042902,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC043526,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC044532,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC046875,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC065367,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC072006,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC090942,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC091228,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC093080,6.3995647,0.499773387969,C,1.3758979,0.13985446,C,,,,,,,,,,,,,,,,,,,,,
PGC093119,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC166069,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC166071,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC166077,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC166755,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC166861,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGC2807061,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ121727.85+071937.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSSJ140459.26+533838.8,2.8079631,0.562586087367,C,,,,0.3784403,0.085198104,C,,,,,,,,,,,,,,,,,,
SDSSJ140638.13+545947.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC00300,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC00313,,,,,,,,,,,,,,,,,,,,,,,,,0.89477813,0.28383175,
UGC00320,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC00772,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC00931,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC02392,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC02826,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC03016,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC03701,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC03960,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC04305,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC04483,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC04549,1.4778622,0.767633669255,,,,,,,,,,,,,,,,,,,,,,,,,
UGC04551,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC04684,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC05139,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC05336,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC05340,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC05364,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC05373,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC05423,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC05454,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC05570,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC05612,1.208603,0.971560670096,,,,,,,,,,,,,,,,,,,,,,,,,
UGC05686,,,,,,,,,,,,,,,,,,,,,,,,,-0.34688446,0.27373692,
UGC05689,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC05692,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC05720,0.6927235,0.36203584626,c,,,,,,,,,,,,,,,,,,,,,,,,
UGC05846,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC05955,,,,,,,,,,,,,,,,,,,,,,0.42661455,0.5944598,,0.7772266,0.30803412,
UGC05958,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC05990,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC06016,,,,,,,,,,,,,,,,,,,,,,,,,0.52636343,0.34228998,
UGC06023,0.95136976,0.337444121959,,,,,,,,,,,,,,,,,,,,,,,,,
UGC06324,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC06341,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC06566,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC06575,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC06728,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC06879,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC06919,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC06998,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC07035,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC07086,1.1314843,1.51394267089,,0.37229672,0.5721661,,,,,,,,,,,,,,,,,,,,,,
UGC07089,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC07094,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC07178,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC07184,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC07249,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC07321,0.7577034,0.376495338155,,,,,,,,,,,,,,,,,,,,,,,,,
UGC07387,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC07396,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC07411,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC07422,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC07436,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC07522,1.3087947,0.292832706973,,0.46335667,0.12982814,,,,,,,,,,,,,,,,,,,,-0.004173417,0.27342498,
UGC07579,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC07596,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC07636,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC07688,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC07700,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC07795,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC07802,,,,,,,0.23893318,0.08099806,,,,,,,,,,,,,,,,,1.0662135,0.25757024,
UGC07916,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC07982,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC07991,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC08032,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC08042,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC08181,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC08201,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC08246,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC08333,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC08412,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC08630,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC08662,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC08693,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC08756,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC08857,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC09242,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC09299,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC09310,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC09392,,,,,,,,,,,,,,,,,,,,,,,,,0.3650652,0.272651,
UGC09426,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC09470,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC09482,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC10854,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC12160,58.627594,28.7424535337,C,32.28739,13.750959,C,13.670296,2.025408,C,,,,2.683036,0.83233815,,2.486332,0.89031863,,,,,,,,,,
UGC12313,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC12690,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGC12709,,,,,,,,,,,,,,,,,,,,,,,,,,,
